stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
"Hamburg, Brunsberg",,312072,53.594154,9.966655,1
"Hamburg, Brunskamp",,306545,53.59385,10.181344,1
"Hamburg, Brünschentwiete",,557632,53.583153,9.7419,1
"Hamburg, Bubendey-Ufer",,525574,53.540123,9.885367,1
"Hamburg, Bubendey-Ufer (Fähre)",,43356,53.539482,9.88472,1
"Hamburg, Buchenkamp",,211868,53.65294,10.184893,1
"Hamburg, Buchenstieg",,221492,53.64824,10.185723,1
"Hamburg, Buchholzer Weg",,27753,53.43171,9.983503,1
"Hamburg, Buchwaldstraße",,325613,53.59928,10.162704,1
"Hamburg, Buckhorn",,291779,53.66435,10.155877,1
"Hamburg, Buddenbrookweg",,589645,53.626236,10.116724,1
"Hamburg, Bullenhuser Damm (Ost)",,555264,53.54216,10.051934,1
"Hamburg, Bullenhuser Damm (West)",,220562,53.542664,10.04282,1
"Hamburg, Bullenkoppel",,234543,53.595306,10.091521,1
"Hamburg, Bundesstraße",,471830,53.569202,9.974067,1
"Hamburg, Burbekstraße",,104199,53.616108,9.874913,1
"Hamburg, Burgstraße",,477081,53.555756,10.04191,1
"Hamburg, Burgwedelkamp",,447226,53.64273,9.915801,1
"Hamburg, Burgwedeltwiete",,404360,53.641937,9.911556,1
"Hamburg, Burgweide",,388786,53.486595,10.022823,1
"Hamburg, Burmesterstraße",,525816,53.587444,10.036916,1
"Hamburg, Busbrookhöhe",,572592,53.62192,10.130288,1
"Hamburg, Buschrosenweg",,365434,53.601643,10.062552,1
"Hamburg, Böcklerstraße",,538743,53.56344,10.107687,1
"Hamburg, Böcklinstraße",,231181,53.56297,9.887127,1
"Hamburg, Böckmannstraße",,246837,53.55488,10.015153,1
"Hamburg, Bökenbarg",,380382,53.69658,10.100372,1
"Hamburg, Böttcherkamp",,446845,53.59347,9.852923,1
"Hamburg, Böttgerstraße",,459508,53.56835,9.995527,1
"Hamburg, Bünte",,595004,53.455273,9.943109,1
"Hamburg, Bürgerweide (Ost)",,271777,53.559242,10.03874,1
"Hamburg, Carl-Bremer-Ring",,625991,53.603027,10.084528,1
"Hamburg, Carl-Cohn-Straße",,398253,53.607338,10.005449,1
"Hamburg, Carlsbrack",,106031,53.40358,10.196663,1
"Hamburg, Caspar-Voght-Straße",,52469,53.560364,10.061517,1
"Hamburg, Celsiusweg",,408443,53.56197,9.92295,1
"Hamburg, Charitas-Bischoff-Treppe",,46716,53.559246,9.80512,1
"Hamburg, Christuskirche",,475889,53.569603,9.962368,1
"Hamburg, Claudiusstraße",,432566,53.56476,10.071226,1
"Hamburg, Claus-Ferck-Straße",,90667,53.651722,10.167066,1
"Hamburg, Container Terminal Burchardkai",,541625,53.52665,9.929721,1
"Hamburg, Container Terminal EUROGATE",,624278,53.523037,9.924048,1
"Hamburg, Cornehlsweg",,276131,53.647034,10.177946,1
"Hamburg, Cranz (Fähre)",,357795,53.535374,9.779358,1
"Hamburg, Cranzer Elbdeich",,245898,53.540363,9.774653,1
"Hamburg, Culinstraße",,205100,53.551964,10.073196,1
"Hamburg, Curslack (Feuerwehr)",,321012,53.450047,10.222039,1
"Hamburg, Curslacker Brückendamm",,208089,53.46294,10.199357,1
"Hamburg, Curslacker Deich 200",,224085,53.452732,10.219753,1
"Hamburg, Curslacker Deich 336",,406204,53.463787,10.208009,1
"Hamburg, Curslacker Heerweg 118",,628295,53.459167,10.234421,1
"Hamburg, Curslacker Heerweg 258",,103907,53.473587,10.239117,1
"Hamburg, Curt-Bär-Weg",,606980,53.48401,10.158719,1
"Hamburg, Cuxhavener Straße (West)",,386732,53.467327,9.809145,1
"Hamburg, Dahlgrünring",,74441,53.483414,10.018633,1
"Hamburg, Dahrendorfweg",,46752,53.5569,10.106458,1
"Hamburg, Daimlerstraße",,88209,53.55604,9.921478,1
"Hamburg, Dakarweg",,445625,53.602783,10.025297,1
"Hamburg, Dallbregen",,461356,53.61889,9.896189,1
"Hamburg, Dannerallee",,251770,53.559044,10.108644,1
"Hamburg, Darbovenstieg",,609447,53.572025,9.824428,1
"Hamburg, Davidstraße",,431389,53.549427,9.961648,1
"Hamburg, Deelwisch",,188924,53.59836,9.941945,1
"Hamburg, Deepenbrook (Möbel Höffner)",,126258,53.621017,9.90837,1
"Hamburg, Dehnhaide",,293697,53.579144,10.04088,1
"Hamburg, Deichtorhallen",,80087,53.546288,10.007863,1
"Hamburg, Dempwolffstraße",,389982,53.45787,9.9658,1
"Hamburg, Denickestraße",,9868,53.458984,9.956621,1
"Hamburg, Denksteinweg",,261815,53.5711,10.131135,1
"Hamburg, Dernauer Straße",,202405,53.58068,10.08632,1
"Hamburg, Dessauer Straße",,244891,53.523514,10.007578,1
"Hamburg, Diagonalstraße",,565004,53.549255,10.059458,1
"Hamburg, Dimpfelweg",,445808,53.552814,10.049256,1
"Hamburg, Distelacker",,8697,53.46835,9.855666,1
"Hamburg, Distelkoppel",,458154,53.635937,10.043473,1
"Hamburg, Dockland (Fischereihafen)",,342600,53.543083,9.935814,1
"Hamburg, Domstraße",,75381,53.548214,9.994587,1
"Hamburg, Dorferbogen",,368100,53.468094,10.067193,1
"Hamburg, Dornröschenweg",,523831,53.648354,9.920663,1
"Hamburg, Dorotheenstraße",,406366,53.587288,10.004988,1
"Hamburg, Dortmunder Straße",,215193,53.673626,9.994302,1
"Hamburg, Dradenau",,327896,53.525143,9.900103,1
"Hamburg, Dradenauer Deichweg",,397867,53.51125,9.900577,1
"Hamburg, Dragonerstall",,418014,53.555622,9.982055,1
"Hamburg, Dratelnstraße",,306159,53.498722,9.999129,1
"Hamburg, Dreyerpfad",,374371,53.6535,10.006805,1
"Hamburg, Drosselstieg",,115128,53.671318,10.061128,1
"Hamburg, Durchdeich (Süd)",,642958,53.44121,10.121585,1
"Hamburg, Durchdeich 141",,34441,53.45197,10.135808,1
"Hamburg, Dörpsweg",,331185,53.611053,9.911525,1
"Hamburg, Düpenautal",,327702,53.568703,9.834869,1
"Hamburg, EEZ (Julius-Brecht-Straße)",,146887,53.569977,9.861431,1
"Hamburg, EKZ Hummelsbüttel",,236918,53.642536,10.048006,1
"Hamburg, EUROPA-CENTER Air30",,513035,53.537807,9.864247,1
"Hamburg, Ebeersreye",,614579,53.595306,10.114684,1
"Hamburg, Ebertallee",,89350,53.56785,9.888542,1
"Hamburg, Eckerkoppel",,54758,53.600002,10.118061,1
"Hamburg, Eckerwiese",,260699,53.59913,10.108606,1
"Hamburg, Eckhoffplatz (Lurup Center)",,13379,53.590897,9.873577,1
"Hamburg, Eddelbüttelkamp",,307578,53.439217,9.965422,1
"Hamburg, Eekholtesweg",,603238,53.54151,10.083597,1
"Hamburg, Eggerskamp",,51278,53.610718,10.156506,1
"Hamburg, Ehestorfer Weg (Mitte)",,16381,53.455006,9.937112,1
"Hamburg, Eichbaumsee",,586335,53.487503,10.104712,1
"Hamburg, Eichberg",,128649,53.61298,10.16506,1
"Hamburg, Eichenallee",,255043,53.62711,10.077023,1
"Hamburg, Eichenlohweg",,453850,53.60793,10.044474,1
"Hamburg, Eichholzfelder Deich",,55820,53.479305,10.091168,1
"Hamburg, Eichtalstraße",,494880,53.57793,10.089149,1
"Hamburg, Eichwischen",,136223,53.614403,10.171159,1
"Hamburg, Eidelstedter Brook",,82152,53.622517,9.908734,1
"Hamburg, Eidelstedter Platz",,124773,53.608177,9.904604,1
"Hamburg, Eidelstedter Weg",,43947,53.580894,9.957124,1
"Hamburg, Eilbeker Weg",,114700,53.568382,10.043408,1
"Hamburg, Eimsbütteler Marktplatz",,113352,53.573227,9.946292,1
"Hamburg, Einhausring",,367518,53.434048,9.989906,1
"Hamburg, Einkaufszentrum Steilshoop",,453248,53.61037,10.058752,1
"Hamburg, Einlagedeich",,97709,53.479607,10.045565,1
"Hamburg, Eisenhansweg",,177510,53.645336,9.921958,1
"Hamburg, Eissporthalle",,279154,53.604137,10.11966,1
"Hamburg, Eißendorfer Mühlenweg",,345831,53.448177,9.961742,1
"Hamburg, Eißendorfer Pferdeweg (Mitte)",,512825,53.462788,9.949801,1
"Hamburg, Eißendorfer Pferdeweg (Nord)",,42525,53.47103,9.945688,1
"Hamburg, Eißendorfer Straße (TU Hamburg)",,144824,53.459126,9.970451,1
"Hamburg, Elbberg",,493691,53.5453,9.931367,1
"Hamburg, Elbbrücken",,550107,53.53523,10.023623,1
"Hamburg, Elbe-Einkaufszentrum",,641387,53.571808,9.861906,1
"Hamburg, Elbe-Werkstätten Nord",,335056,53.639015,10.133482,1
"Hamburg, Elbhöhenweg",,171606,53.56192,9.792463,1
"Hamburg, Elbphilharmonie",,623867,53.54033,9.986437,1
"Hamburg, Elbschloßstraße (Seegerichtshof)",,412124,53.54914,9.85277,1
"Hamburg, Elbuferweg",,322294,53.5543,9.820719,1
"Hamburg, Elisabeth-von-Thadden-Kehre",,576573,53.480183,10.167457,1
"Hamburg, Ellernreihe",,556726,53.606274,10.081272,1
"Hamburg, Ellernreihe (Mitte)",,645298,53.608402,10.080218,1
"Hamburg, Elversweg",,591899,53.47365,10.079426,1
"Hamburg, Emder Straße",,632306,53.52993,9.878865,1
"Hamburg, Emekesweg",,208616,53.646786,10.077192,1
"Hamburg, Emilie-Günther-Weg",,503708,53.50247,10.194776,1
"Hamburg, Emilienstraße",,512250,53.571655,9.952754,1
"Hamburg, Emkendorfstraße",,634113,53.55561,9.890655,1
"Hamburg, Emmauskirche",,113739,53.59013,10.10828,1
"Hamburg, Energie-Campus Bergedorf",,452054,53.477154,10.203794,1
"Hamburg, Engelbrechtweg",,512551,53.598118,9.856582,1
"Hamburg, Entenwerder Stieg",,487353,53.53036,10.042819,1
"Hamburg, Eppendorfer Marktplatz",,17343,53.59282,9.988974,1
"Hamburg, Eppendorfer Park (UKE)",,289561,53.590084,9.978595,1
"Hamburg, Eppendorfer Weg (Ost)",,126420,53.582,9.971887,1
"Hamburg, Erdkampsweg (Ost)",,104161,53.628128,10.024506,1
"Hamburg, Erich-Ziegel-Ring",,569732,53.612106,10.063842,1
"Hamburg, Ericusspitze",,7207,53.546047,10.003195,1
"Hamburg, Erlenbruch",,646796,53.481964,9.86763,1
"Hamburg, Ermlandweg",,401786,53.64902,9.992316,1
"Hamburg, Erna-Mohr-Kehre",,643938,53.478542,10.177353,1
"Hamburg, Ernastraße",,34023,53.518646,9.983159,1
"Hamburg, Ernst-August-Schleuse",,44202,53.524113,9.981913,1
"Hamburg, Ernst-August-Straße",,205819,53.549553,9.898283,1
"Hamburg, Eschenhofweg",,610703,53.47138,10.232622,1
"Hamburg, Essener Straße",,122309,53.67103,9.992137,1
"Hamburg, Estebogen",,108453,53.530678,9.772033,1
"Hamburg, Euckenstraße",,643847,53.58865,10.125415,1
"Hamburg, Eulenkamp",,152168,53.58333,10.072693,1
"Hamburg, Eulenkrugstraße",,388731,53.646393,10.158662,1
"Hamburg, Eurokombi",,147238,53.53435,9.887313,1
"Hamburg, Eva-Rühmkorf-Straße",,300405,53.561375,9.940549,1
"Hamburg, Eversween (Mitte)",,12165,53.489105,9.978603,1
"Hamburg, Eversween (Nord)",,134498,53.496937,9.97598,1
"Hamburg, Eversween (Süd)",,282634,53.484093,9.979391,1
"Hamburg, Fabriciusstraße",,284046,53.608536,10.067454,1
"Hamburg, Fabriciusstraße (Mitte)",,559359,53.604847,10.065926,1
"Hamburg, Fabrik",,565487,53.55651,9.929546,1
"Hamburg, Fahrenkrön",,86146,53.61935,10.096608,1
"Hamburg, Falkenstein",,315711,53.566776,9.779377,1
"Hamburg, Falkensteiner Ufer (ElbeCamp)",,446081,53.564987,9.763934,1
"Hamburg, Falkentaler Weg",,326530,53.5595,9.790984,1
"Hamburg, Fangdieckstraße",,306222,53.601345,9.889548,1
"Hamburg, Fanny-Lewald-Ring",,289990,53.47667,10.176021,1
"Hamburg, Farmsen",,23336,53.607258,10.117618,1
"Hamburg, Farnhornweg",,557697,53.59357,9.88292,1
"Hamburg, Farnstieg",,336884,53.57635,9.752907,1
"Hamburg, Fasanengrund",,440929,53.480125,10.076006,1
"Hamburg, Fehrsweg",,314282,53.631744,10.020058,1
"Hamburg, Feiningerstraße",,542929,53.529747,10.14831,1
"Hamburg, Feldblumenweg",,480138,53.66459,10.106588,1
"Hamburg, Feldrosenweg",,236491,53.613884,9.885505,1
"Hamburg, Felix-Jud-Ring (Mitte)",,180378,53.481297,10.15387,1
"Hamburg, Fersenweg",,133685,53.432858,10.158169,1
"Hamburg, Feuerbergstraße",,442868,53.614113,10.035741,1
"Hamburg, Feuerteichweg",,427597,53.436478,9.966759,1
"Hamburg, Feuerwehrakademie Hamburg",,8169,53.52669,10.07969,1
"Hamburg, Fichtestraße",,562524,53.568512,10.051441,1
"Hamburg, Fiddigshagen",,608695,53.47909,10.197514,1
"Hamburg, Fiersbarg",,591386,53.689644,10.09621,1
"Hamburg, Finkenwerder",,543480,53.53638,9.878863,1
"Hamburg, Finkenwerder (Fähre)",,428936,53.535385,9.878707,1
"Hamburg, Finkenwerder Landscheideweg",,485000,53.52821,9.859799,1
"Hamburg, Fischauktionshalle",,24241,53.545147,9.951821,1
"Hamburg, Fischbeker Heideweg",,425818,53.459026,9.851489,1
"Hamburg, Fischbeker Heuweg",,545958,53.47105,9.826685,1
"Hamburg, Fischbeker Holtweg",,440145,53.467415,9.859713,1
"Hamburg, Fischbeker Moor (Schule)",,191857,53.473167,9.836471,1
"Hamburg, Fischers Allee",,453564,53.548203,9.922198,1
"Hamburg, Fischmarkt",,268703,53.547375,9.950815,1
"Hamburg, Fiskalische Straße (Energieberg)",,113118,53.51617,10.020429,1
"Hamburg, Flachsland",,638908,53.58423,10.047256,1
"Hamburg, Flerrentwiete (Nord)",,163343,53.58311,9.75265,1
"Hamburg, Flotowstraße",,56443,53.58071,10.025699,1
"Hamburg, Flottbeker Drift",,548412,53.570667,9.875122,1
"Hamburg, Flottbeker Kirche",,367845,53.565376,9.877503,1
"Hamburg, Flughafenstraße",,457236,53.639618,10.012356,1
"Hamburg, Flurkamp",,327812,53.572758,9.864869,1
"Hamburg, Flurstraße (Nord)",,381366,53.59341,9.870321,1
"Hamburg, Flurstraße/Rugenbarg",,112252,53.58545,9.866729,1
"Hamburg, Flüggestraße",,532037,53.58678,10.03169,1
"Hamburg, Fockenweide",,349861,53.49036,10.179022,1
"Hamburg, Fontenay",,393334,53.5648,9.994508,1
"Hamburg, Foorthkamp",,557595,53.656635,10.004914,1
"Hamburg, Forstweg",,517188,53.459435,9.93887,1
"Hamburg, Forum Gymnasium Rahlstedt",,608823,53.600346,10.142642,1
"Hamburg, Foßredder",,601527,53.647533,10.172652,1
"Hamburg, Frahmredder",,567176,53.647285,10.102172,1
"Hamburg, Frahmstraße",,287978,53.56397,9.826194,1
"Hamburg, Francoper Hinterdeich",,241429,53.496876,9.874444,1
"Hamburg, Francoper Straße",,272607,53.471394,9.863408,1
"Hamburg, Frankring",,292058,53.660297,10.156714,1
"Hamburg, Franzosenheide",,108732,53.63144,9.900204,1
"Hamburg, Franzosenkoppel",,550449,53.600876,9.880188,1
"Hamburg, Freegen",,10049,53.440826,10.12937,1
"Hamburg, Freihafenelbbrücke (Süd)",,295629,53.530857,10.019868,1
"Hamburg, Freiluftschule Moorwerder",,156139,53.46317,10.06198,1
"Hamburg, Freizeitbad Bondenwald",,531676,53.626163,9.937152,1
"Hamburg, Freizeitbad MidSommerland",,231688,53.447754,9.980908,1
"Hamburg, Freudenthalweg",,136198,53.43935,9.987903,1
"Hamburg, Frickestraße",,354430,53.59756,9.978496,1
"Hamburg, Friedensallee",,252863,53.555355,9.926699,1
"Hamburg, Friedhof Bergedorf",,400238,53.478874,10.249981,1
"Hamburg, Friedhof Bergedorf (Kapelle 1)",,425994,53.48082,10.245067,1
"Hamburg, Friedhof Finkenriek",,632570,53.47467,10.01142,1
"Hamburg, Friedhof Finkenriek (Eingang)",,450762,53.47551,10.004572,1
"Hamburg, Friedhof Holstenkamp",,255176,53.57174,9.91317,1
"Hamburg, Friedhof Neuwiedenthal",,4649,53.476295,9.869171,1
"Hamburg, Friedhof Nienstedten",,426455,53.555473,9.843029,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 1)",,263738,53.622322,10.040431,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 10)",,37131,53.619987,10.054807,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 11)",,400843,53.629555,10.074908,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 12)",,135353,53.62444,10.070365,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 13)",,525900,53.62433,10.076589,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 2)",,531929,53.62335,10.041137,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 3)",,574287,53.61779,10.045987,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 4)",,193057,53.61692,10.04184,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 6)",,29302,53.62739,10.054659,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 7)",,499477,53.62816,10.046908,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 8)",,254723,53.626755,10.038273,1
"Hamburg, Friedhof Ohlsdorf (Kapelle 9)",,83796,53.624527,10.062659,1
"Hamburg, Friedhof Tonndorf",,94800,53.583153,10.11453,1
"Hamburg, Friedhof Öjendorf (Feierhallen)",,602164,53.556866,10.126424,1
"Hamburg, Friedhof Öjendorf (Haupteingang)",,251836,53.557285,10.121863,1
"Hamburg, Friedhof Öjendorf (Nord-Ring)",,107435,53.55901,10.125047,1
"Hamburg, Friedhof Öjendorf (Nordeingang)",,39212,53.558372,10.131293,1
"Hamburg, Friedhof Öjendorf (Ost-Ring)",,483696,53.554993,10.13161,1
"Hamburg, Friedhof Öjendorf (Süd-Ring)",,421851,53.554207,10.123532,1
"Hamburg, Friedhof Öjendorf (Südeingang)",,447691,53.553493,10.128719,1
"Hamburg, Friedmannbogen",,14655,53.477993,10.183785,1
"Hamburg, Friedrich-Ebert-Damm (Nord)",,314742,53.59966,10.113515,1
"Hamburg, Friedrich-Ebert-Damm (West)",,526018,53.584747,10.078587,1
"Hamburg, Friedrich-Frank-Bogen (Mitte)",,154275,53.492275,10.1779,1
"Hamburg, Friedrich-Frank-Bogen (Nord)",,640157,53.494118,10.179653,1
"Hamburg, Fritz-Flinte-Ring",,641729,53.61062,10.049345,1
"Hamburg, Fritz-Lindemann-Weg",,128320,53.51018,10.185451,1
"Hamburg, Fritz-Neubers-Weg",,193746,53.591393,10.039837,1
"Hamburg, Frobeniusweg",,490636,53.536892,10.108909,1
"Hamburg, Frohmestraße (Mitte)",,569736,53.63229,9.921362,1
"Hamburg, Fruchtallee (Hamburg-Haus)",,365655,53.571354,9.956999,1
"Hamburg, Fruteweg",,141514,53.571377,9.75143,1
"Hamburg, Fuchsbergredder",,129901,53.560562,10.118493,1
"Hamburg, Fuchsbergweg",,42593,53.562378,10.132502,1
"Hamburg, Fuhlsbüttel",,223665,53.63243,10.026969,1
"Hamburg, Fuhlsbüttel Nord",,106295,53.639347,10.01678,1
"Hamburg, Fuhlsbütteler Weg",,75258,53.6223,9.954811,1
"Hamburg, Furchenacker",,463984,53.61697,9.897115,1
"Hamburg, Furtweg",,128691,53.605885,9.899207,1
"Hamburg, Försterkamp",,172527,53.470486,9.91649,1
"Hamburg, Fünfhausen",,78449,53.444756,10.130859,1
"Hamburg, Fünfhausen (Durchdeich)",,230009,53.444347,10.127582,1
"Hamburg, Fünfhausener Hauptdeich",,254038,53.466446,10.045076,1
"Hamburg, Fünfhausener Straße",,180047,53.46302,10.049665,1
"Hamburg, Gammer Weg (Süd)",,437898,53.426937,10.273431,1
"Hamburg, Gammer Weg 146",,307329,53.44131,10.278135,1
"Hamburg, Garleff-Bindt-Weg",,317871,53.665947,10.077877,1
"Hamburg, Gartenfreunde Francoper Straße",,169958,53.4872,9.867993,1
"Hamburg, Gauert",,512115,53.463802,10.088422,1
"Hamburg, Gauerter Hauptdeich 35",,90400,53.46322,10.066754,1
"Hamburg, Gauerter Hauptdeich 77",,387717,53.46026,10.069977,1
"Hamburg, Geesthachter Weg",,418285,53.588425,10.17124,1
"Hamburg, Gellersenweg",,120770,53.455006,9.947574,1
"Hamburg, Genslerstraße",,117735,53.592922,10.038183,1
"Hamburg, Georg-Blume-Straße",,318625,53.561996,10.102126,1
"Hamburg, Georg-Heyken-Straße",,410176,53.482723,9.900229,1
"Hamburg, Georgswerder Damm",,575490,53.52645,10.026332,1
"Hamburg, Geranienweg",,110430,53.578545,9.86606,1
"Hamburg, Gerda-Gmelin-Platz",,394771,53.53979,10.0143,1
"Hamburg, Gerhart-Hauptmann-Platz",,407350,53.55075,9.998428,1
"Hamburg, Gerichtstraße",,576229,53.55573,9.943251,1
"Hamburg, Gersonsweg",,441195,53.474762,10.182595,1
"Hamburg, Gerstenwiese",,598812,53.618362,10.160402,1
"Hamburg, Gertigstraße",,422334,53.581055,10.011952,1
"Hamburg, Gertrud-Seele-Kehre",,312535,53.480595,10.173312,1
"Hamburg, Geutensweg",,539382,53.472324,9.839828,1
"Hamburg, Gewerbegebiet Moorfleet",,384606,53.50481,10.090663,1
"Hamburg, Gewerbegebiet Obergeorgswerder",,518290,53.50894,10.048051,1
"Hamburg, Gewerbepark Merkur",,373377,53.60751,10.188585,1
"Hamburg, Gewerbepark Merkur (Süd)",,584385,53.603218,10.188222,1
"Hamburg, Gewerbepark Victoria",,640634,53.603565,10.193273,1
"Hamburg, Gilcherweg",,453158,53.642242,10.113457,1
"Hamburg, Ginsterstieg",,587259,53.573162,9.757545,1
"Hamburg, Gladowstraße",,46563,53.579414,10.0751,1
"Hamburg, Glashütter Landstraße",,5309,53.64773,10.041541,1
"Hamburg, Glatzer Straße",,318907,53.579678,10.144576,1
"Hamburg, Gleiwitzer Bogen",,207829,53.57054,10.141088,1
"Hamburg, Glockenhausbrücke",,349066,53.51731,10.123746,1
"Hamburg, Gluckstraße",,106249,53.572044,10.038939,1
"Hamburg, Godeffroystraße",,26664,53.560448,9.818634,1
"Hamburg, Goebenstraße",,137192,53.57774,9.961995,1
"Hamburg, Goerdelerstraße",,178674,53.501442,10.210918,1
"Hamburg, Goethestraße",,167339,53.55198,9.940084,1
"Hamburg, Goetjensorter Deich",,300966,53.49061,10.048156,1
"Hamburg, Goldbekplatz",,39158,53.583546,10.009761,1
"Hamburg, Goldene Wiege (Jahnhöhe)",,218122,53.458347,9.935153,1
"Hamburg, Goldröschenweg",,222553,53.651413,10.068508,1
"Hamburg, Gorch-Fock-Schule",,448242,53.56295,9.80184,1
"Hamburg, Goseburg",,280722,53.471638,10.104375,1
"Hamburg, Gottschalkring",,433305,53.449753,9.966263,1
"Hamburg, Gottschalkweg",,218348,53.635715,9.943337,1
"Hamburg, Graf-Anton-Weg",,633141,53.627205,9.944259,1
"Hamburg, Graf-Johann-Weg",,107444,53.627934,9.919266,1
"Hamburg, Graf-Otto-Weg",,269567,53.64529,9.912483,1
"Hamburg, Graf-Otto-Weg (West)",,392908,53.644413,9.908676,1
"Hamburg, Grandkoppel",,92694,53.503925,10.191064,1
"Hamburg, Grandkoppel (West)",,624210,53.505543,10.186392,1
"Hamburg, Grandkoppelstieg",,474937,53.506092,10.191893,1
"Hamburg, Grandweg (Süd)",,171590,53.585823,9.967579,1
"Hamburg, Grashofweg",,618423,53.453777,10.232519,1
"Hamburg, Graumannsweg",,185356,53.56197,10.016361,1
"Hamburg, Greifenberger Straße",,64321,53.617027,10.135552,1
"Hamburg, Greifenberger Straße (Ost)",,339589,53.618446,10.144824,1
"Hamburg, Grelckstraße",,4815,53.602417,9.953532,1
"Hamburg, Grenzacker",,611918,53.62009,9.892904,1
"Hamburg, Grenzkehre",,173327,53.416615,9.984472,1
"Hamburg, Gretchen-Wohlwill-Platz",,487403,53.53661,10.0174,1
"Hamburg, Grevenweg",,162519,53.550987,10.043417,1
"Hamburg, Griegstraße",,397017,53.55439,9.909808,1
"Hamburg, Griesstraße",,158235,53.56236,10.047138,1
"Hamburg, Grimmstraße",,310023,53.58054,9.813512,1
"Hamburg, Grindelhof",,424992,53.567074,9.980949,1
"Hamburg, Grootmoor",,215103,53.632633,10.105025,1
"Hamburg, Grotefendweg",,49891,53.566544,9.827306,1
"Hamburg, Grothwisch",,148998,53.651756,9.918695,1
"Hamburg, Grotiusweg (Mitte)",,526621,53.56949,9.765736,1
"Hamburg, Grotkoppelweg",,354202,53.639473,9.970108,1
"Hamburg, Groß Flottbeker Straße",,329895,53.569378,9.878567,1
"Hamburg, Große Bergstraße",,283255,53.551212,9.946223,1
"Hamburg, Große Brunnenstraße",,194538,53.5508,9.925589,1
"Hamburg, Große Elbstraße",,245251,53.544117,9.94252,1
"Hamburg, Große Freiheit",,401219,53.55162,9.958348,1
"Hamburg, Große Rainstraße",,293922,53.554096,9.932345,1
"Hamburg, Große Straße",,168899,53.45052,9.923751,1
"Hamburg, Großer Ring",,415845,53.641098,9.925978,1
"Hamburg, Großheidestraße",,62375,53.58539,10.027156,1
"Hamburg, Großlohe",,523221,53.602066,10.181966,1
"Hamburg, Großmannstraße",,196116,53.541145,10.048892,1
"Hamburg, Großmoorbogen",,144334,53.453045,10.006049,1
"Hamburg, Großmoorbogen (Neuländer See)",,346613,53.460293,10.010798,1
"Hamburg, Großmoordamm 121",,110978,53.451687,10.009253,1
"Hamburg, Großmoordamm 181",,290805,53.448784,10.017704,1
"Hamburg, Großmoorring",,315605,53.456635,10.008633,1
"Hamburg, Grubenstieg",,136496,53.582172,9.857678,1
"Hamburg, Grumbrechtstraße",,236619,53.46802,9.967958,1
"Hamburg, Grundheide",,226138,53.464138,9.855175,1
"Hamburg, Grundschule Kirchwerder",,599707,53.420425,10.202271,1
"Hamburg, Grunewaldstraße",,385061,53.581886,10.151188,1
"Hamburg, Grusonstraße",,512975,53.531895,10.080772,1
"Hamburg, Gründgensstraße (Ost)",,283976,53.61382,10.066137,1
"Hamburg, Gründgensstraße (West)",,540393,53.611465,10.045785,1
"Hamburg, Grüne Brücke",,208724,53.543625,10.040837,1
"Hamburg, Grünebergstraße",,252987,53.55807,9.91446,1
"Hamburg, Grünerdeich",,371445,53.40221,10.190595,1
"Hamburg, Grüningweg",,202448,53.56013,10.101021,1
"Hamburg, Gudrunstraße",,79017,53.58894,9.760319,1
"Hamburg, Gumbinner Kehre",,328349,53.625946,10.092365,1
"Hamburg, Gurlittstraße",,272727,53.557312,10.011128,1
"Hamburg, Gussau",,325607,53.65885,10.174872,1
"Hamburg, Gustav-Adolf-Straße",,544099,53.57101,10.08263,1
"Hamburg, Gustav-Kunst-Straße",,258930,53.537548,10.059603,1
"Hamburg, Gustav-Seitz-Weg",,442216,53.608658,10.063469,1
"Hamburg, Gut Karlshöhe",,267805,53.629005,10.107833,1
"Hamburg, Gymnasium Marienthal",,609486,53.566357,10.10713,1
"Hamburg, Gymnasium Meiendorf",,210158,53.62519,10.151308,1
"Hamburg, Gyula-Trebitsch-Schule",,496640,53.59538,10.121588,1
"Hamburg, Gänsemarkt (Oper)",,581520,53.55561,9.986043,1
"Hamburg, Gärtnerstraße",,489496,53.584156,9.969533,1
"Hamburg, Gätgensstraße",,458416,53.5598,9.82167,1
"Hamburg, Göhlbachtal",,18930,53.45326,9.954686,1
"Hamburg, Götkensweg",,556602,53.671894,10.026824,1
"Hamburg, HBF/Kirchenallee",,310048,53.552914,10.008549,1
"Hamburg, HBF/Mönckebergstraße",,595976,53.55155,10.003908,1
"Hamburg, HBF/Spitalerstraße",,452874,53.55267,10.005389,1
"Hamburg, HBF/Steintordamm",,91719,53.551975,10.007983,1
"Hamburg, HBF/Steintorwall",,16034,53.55113,10.005936,1
"Hamburg, Haake",,483206,53.47107,9.901262,1
