stop_name,stop_lat,stop_lon,Bezirk,Bezirk_Name
Sophie-Schoop-Weg,53.489388,10.163627,6,Bergedorf
Sophienterrasse,53.576664,9.993367,3,Eimsbüttel
Sorbusallee,53.62709,10.073244,4,Hamburg-Nord
Sorenkoppel,53.591084,10.185073,5,Wandsbek
Sorthmannweg,53.58344,9.956109,3,Eimsbüttel
Spadenländer Ecke,53.49134,10.065125,6,Bergedorf
Spadenländer Elbdeich,53.477196,10.062963,6,Bergedorf
Spaldingstraße,53.547745,10.013253,1,Hamburg-Mitte
Spanische Furt,53.625084,9.917012,3,Eimsbüttel
Speckenweg,53.47244,10.261043,6,Bergedorf
Speckenwegbrücke,53.467808,10.258872,6,Bergedorf
Specksaalredder,53.701645,10.103593,5,Wandsbek
Speersort,53.54952,9.996624,1,Hamburg-Mitte
Sperlingsweg,53.645542,9.974965,3,Eimsbüttel
Sperrwerk Estemündung,53.53396,9.79372,7,Harburg
Spieringstraße,53.484703,10.226681,6,Bergedorf
Spitzbergenweg,53.62927,10.166038,5,Wandsbek
Spliedtring,53.562504,10.108659,1,Hamburg-Mitte
Spreenende,53.612724,9.973498,4,Hamburg-Nord
Spritzenhaus,53.43722,10.187872,6,Bergedorf
St. Pauli Hafenstraße,53.546436,9.9649,1,Hamburg-Mitte
St.-Michael-Kirche,53.483284,10.225058,6,Bergedorf
Stadionstraße,53.58052,9.884475,2,Altona
Stadtbahnstraße,53.65365,10.106906,5,Wandsbek
Stadtbahnstraße (Mitte),53.649597,10.098335,5,Wandsbek
Stadtpark (Planetarium),53.59607,10.013882,4,Hamburg-Nord
Stadtteilschule Bergedorf,53.492664,10.190477,6,Bergedorf
Stauffenbergstraße,53.560265,9.832334,2,Altona
Stavenhagenstraße,53.610092,9.968708,4,Hamburg-Nord
Steendiek,53.532284,9.878794,1,Hamburg-Mitte
Steilshooper Allee,53.608803,10.072749,5,Wandsbek
Steinbeker Grenzdamm,53.524113,10.150088,1,Hamburg-Mitte
Steinbeker Marktstraße,53.532543,10.127301,1,Hamburg-Mitte
Steinwegel,53.65515,10.125021,5,Wandsbek
Steinwerder (Alter Elbtunnel),53.54132,9.966548,1,Hamburg-Mitte
Steinwerder (Fähre),53.53986,9.965942,1,Hamburg-Mitte
Steinwiesenweg,53.60987,9.916017,3,Eimsbüttel
Stellingen (Arenen),53.58978,9.918474,3,Eimsbüttel
Stemmeshay,53.59169,10.130643,5,Wandsbek
Stengelestraße,53.54918,10.090975,1,Hamburg-Mitte
Stenzelring,53.517776,10.000326,1,Hamburg-Mitte
Stephanstraße,53.58626,10.085965,5,Wandsbek
Sternbergweg,53.56579,9.84663,2,Altona
Sternbrücke,53.56126,9.955125,2,Altona
Sterntwiete,53.50417,10.214191,6,Bergedorf
Sternwarte (Besucherzentrum),53.482143,10.239578,6,Bergedorf
Sternwarte (Universität),53.4803,10.238153,6,Bergedorf
Stiftung Alsterdorf,53.614925,10.022025,4,Hamburg-Nord
Stillhorner Weg,53.478397,10.033576,1,Hamburg-Mitte
Stoeckhardtstraße,53.55778,10.049696,1,Hamburg-Mitte
Stoppelfeld,53.612133,10.147569,5,Wandsbek
Strandtreppe,53.558334,9.810852,2,Altona
Straßburger Platz,53.580933,10.062063,4,Hamburg-Nord
Streekbrücke,53.58358,9.994939,3,Eimsbüttel
Stremelweg,53.47271,9.844173,7,Harburg
Stresemannstraße,53.563793,9.94498,2,Altona
Strietkoppel,53.52858,10.153798,1,Hamburg-Mitte
Strucksbarg,53.449924,9.937647,7,Harburg
Studio,53.586098,10.124864,5,Wandsbek
Stuhtsweg,53.619713,10.112516,5,Wandsbek
Stutsmoor,53.57278,9.887061,2,Altona
Störtebekerweg,53.46955,9.863687,7,Harburg
Stübenhofer Weg,53.484104,10.012458,1,Hamburg-Mitte
Stübenhofer Wettern,53.48521,10.0241,1,Hamburg-Mitte
Stübenplatz,53.51738,9.987597,1,Hamburg-Mitte
Stückenstraße (Schön Klinik),53.579205,10.049442,4,Hamburg-Nord
Stüffel,53.670326,10.133853,5,Wandsbek
Stüffeleck,53.669167,10.143192,5,Wandsbek
Suhrenkamp,53.619232,10.01415,4,Hamburg-Nord
Susettestraße,53.54645,9.925343,2,Altona
Suurheid,53.582848,9.768515,2,Altona
Swebenhöhe,53.60976,10.108583,5,Wandsbek
Sydneystraße,53.6054,10.017782,4,Hamburg-Nord
Sylter Weg,53.590214,10.104945,5,Wandsbek
Süderquerweg 208,53.411575,10.163034,6,Bergedorf
Süderquerweg 263,53.41294,10.15665,6,Bergedorf
Süderquerweg 399,53.421616,10.144279,6,Bergedorf
Süderstraße,53.545334,10.030424,1,Hamburg-Mitte
Sülldorfer Brooksweg,53.57735,9.768641,2,Altona
Sülldorfer Landstraße,53.576355,9.82326,2,Altona
Sülzbrack,53.399223,10.173838,6,Bergedorf
Talweg,53.472126,9.883679,7,Harburg
Tannenberg,53.584087,9.880714,2,Altona
Tannenhof,53.686512,10.094963,5,Wandsbek
Tannhäuserweg,53.5858,9.749164,2,Altona
Tarpen,53.664913,10.001283,4,Hamburg-Nord
Tarpenbekstraße,53.59432,9.983934,4,Hamburg-Nord
Tatenberger Damm,53.49251,10.067776,6,Bergedorf
Tatenberger Schleuse,53.497757,10.077929,6,Bergedorf
Tegelsbarg (Nord),53.66137,10.059259,5,Wandsbek
Tegelweg,53.605904,10.106835,5,Wandsbek
Terminal O'Swaldkai,53.52903,10.013078,1,Hamburg-Mitte
Teufelsbrück,53.546444,9.862869,2,Altona
Teufelsbrück (Fähre),53.547623,9.863844,2,Altona
Teufelsort,53.412403,10.191782,6,Bergedorf
Teufelsort (Kehre),53.411465,10.191107,6,Bergedorf
Thadenstraße (West),53.55499,9.951498,2,Altona
Theodor-Storm-Straße,53.593063,10.160796,5,Wandsbek
Theodor-Yorck-Straße,53.46413,9.987926,7,Harburg
Thiedingreihe,53.533657,10.046128,1,Hamburg-Mitte
Thielenstraße (Ost),53.500954,10.013463,1,Hamburg-Mitte
Thielenstraße (West),53.50251,10.003764,1,Hamburg-Mitte
Thomas-Mann-Straße,53.627823,10.112019,5,Wandsbek
Thörlstraße,53.464676,9.959781,7,Harburg
Tiedemannstraße,53.579937,9.934983,3,Eimsbüttel
Tietzestraße,53.566784,9.832628,2,Altona
Tilsiter Straße,53.588818,10.078555,5,Wandsbek
Tilsiter Straße (Mitte),53.5907,10.084431,5,Wandsbek
Timmendorfer Straße,53.60381,10.130876,5,Wandsbek
Timmerloh,53.657513,10.020015,4,Hamburg-Nord
Tinsdaler Heideweg,53.57152,9.74227,2,Altona
Tinsdaler Kirchenweg,53.571075,9.75778,2,Altona
Trebelstraße,53.598473,9.861135,2,Altona
Treptower Straße,53.61375,10.136144,5,Wandsbek
Trettaustraße,53.493896,9.990577,1,Hamburg-Mitte
Treudelberg,53.67497,10.092711,5,Wandsbek
Tribünenweg,53.559486,10.081038,1,Hamburg-Mitte
Triftstraße,53.458107,9.942645,7,Harburg
Trilluper Weg,53.70745,10.11006,5,Wandsbek
Turnierstieg,53.5998,10.091439,5,Wandsbek
Twietenkoppel,53.67306,10.121972,5,Wandsbek
Twistering,53.4779,9.879295,7,Harburg
Tönninger Weg,53.568546,9.846791,2,Altona
U  Meßberg,53.547348,10.001672,1,Hamburg-Mitte
U Berne (Berner Stieg),53.627316,10.143762,5,Wandsbek
U Berne (Kriegkamp),53.626205,10.139623,5,Wandsbek
U Gänsemarkt (Valentinskamp),53.55567,9.985828,1,Hamburg-Mitte
U Habichtstraße,53.593674,10.050964,4,Hamburg-Nord
U Habichtstraße (Steilshooper Straße),53.59513,10.050099,4,Hamburg-Nord
U Hammer Kirche (Hammer Landstraße),53.554928,10.057412,1,Hamburg-Mitte
U Langenhorn Markt (Krohnstieg),53.649406,10.016266,4,Hamburg-Nord
U Langenhorn Markt (Tangstedter Landstraße),53.648975,10.016255,4,Hamburg-Nord
U Legienstraße,53.546223,10.097904,1,Hamburg-Mitte
U Ohlstedt,53.69502,10.136834,5,Wandsbek
U Rauhes Haus,53.553925,10.065067,1,Hamburg-Mitte
U Rödingsmarkt (Großer Burstah),53.54836,9.988917,1,Hamburg-Mitte
U S Berliner Tor (Bürgerweide),53.5532,10.025581,1,Hamburg-Mitte
U S Elbbrücken,53.53533,10.024163,1,Hamburg-Mitte
U S Elbbrücken (Baakenwerder Straße),53.53662,10.022435,1,Hamburg-Mitte
U S Elbbrücken (Zweibrückenstraße),53.53428,10.02551,1,Hamburg-Mitte
U S Ohlsdorf (Alsterdorfer Straße),53.61973,10.032494,4,Hamburg-Nord
U S Ohlsdorf (Fuhlsbüttler Straße),53.62117,10.0333,4,Hamburg-Nord
U S Ohlsdorf (Im Grünen Grunde),53.62077,10.030977,4,Hamburg-Nord
U S Wandsbeker Chaussee (Hammer Straße),53.570007,10.061124,5,Wandsbek
U Saarlandstraße (Süd),53.586678,10.033318,4,Hamburg-Nord
U St. Pauli,53.550076,9.970374,1,Hamburg-Mitte
U Steinstraße (Deichtorplatz),53.54886,10.005857,1,Hamburg-Mitte
UK Eppendorf,53.5889,9.975764,4,Hamburg-Nord
UK Eppendorf (Haupteingang),53.58946,9.974775,4,Hamburg-Nord
Uferstraße,53.567142,10.03094,4,Hamburg-Nord
Ulmenliet,53.495228,10.202619,6,Bergedorf
Ulzburger Straße,53.663647,10.076083,5,Wandsbek
Universität der Bundeswehr,53.57049,10.105638,5,Wandsbek
Universität/Staatsbibliothek,53.56443,9.98419,3,Eimsbüttel
Unterelbestraße,53.466732,9.972085,7,Harburg
Unterer Landweg (Nord),53.526264,10.110592,1,Hamburg-Mitte
Unterm Heilbrunnen,53.48167,10.225328,6,Bergedorf
Up den Wiemen (EKZ Marmstorf),53.440678,9.959571,7,Harburg
Uppenhof,53.647842,10.161227,5,Wandsbek
Urenfleet,53.521996,9.783259,7,Harburg
Vahrenwinkelweg,53.46019,9.934862,7,Harburg
Valvo,53.666645,9.991913,4,Hamburg-Nord
Veddeler Marktplatz,53.529396,10.023764,1,Hamburg-Mitte
Veilchenweg (Ost),53.588654,9.967942,3,Eimsbüttel
Veilchenweg (West),53.58878,9.957604,3,Eimsbüttel
Veringstraße (Mitte),53.510513,9.986684,1,Hamburg-Mitte
Victoriaallee,53.609547,10.192525,5,Wandsbek
Victoriaring,53.60269,10.187965,5,Wandsbek
Vielohweg (Mitte),53.638523,9.945184,3,Eimsbüttel
Vielohweg (West),53.6392,9.924198,3,Eimsbüttel
Vielohwisch,53.639137,9.930758,3,Eimsbüttel
Vierbergen,53.54663,10.092644,1,Hamburg-Mitte
Vierlandenstraße,53.485897,10.210023,6,Bergedorf
Vierzigstücken 31,53.507977,9.836508,7,Harburg
Vierzigstücken 73,53.51146,9.829115,7,Harburg
Vietinghoffweg,53.634132,9.941261,3,Eimsbüttel
Vogelhüttenberg,53.442657,9.949692,7,Harburg
Vogelhüttendeich,53.51594,9.993383,1,Hamburg-Mitte
Vogelreth,53.532497,9.981821,1,Hamburg-Mitte
Vogt-Cordes-Damm,53.613888,9.951937,3,Eimsbüttel
Vogtredder,53.67509,10.136423,5,Wandsbek
Vogtskamp,53.643345,10.065219,5,Wandsbek
Volksdorfer Grenzweg,53.67595,10.141526,5,Wandsbek
Volksparkstraße,53.59219,9.928613,3,Eimsbüttel
Von-Haeften-Straße,53.486816,10.165364,6,Bergedorf
Von-Sauer-Straße,53.5657,9.911062,2,Altona
Von-Scheliha-Straße,53.48545,10.162781,6,Bergedorf
Von-Suppé-Straße,53.63294,10.164694,5,Wandsbek
Vorderdeich 119,53.469143,10.152561,6,Bergedorf
Vorderdeich 75,53.468708,10.160139,6,Bergedorf
Vorderkamp,53.43995,10.01052,7,Harburg
Vorhornweg,53.59249,9.881765,2,Altona
Vossmoorbrücke,53.445805,10.29728,6,Bergedorf
Voßkulen,53.594303,10.086001,5,Wandsbek
Vörstekoppel,53.662624,10.080591,5,Wandsbek
Wachtelstraße,53.58827,10.052657,4,Hamburg-Nord
Wagrierweg,53.63923,9.941238,3,Eimsbüttel
Walddörferstraße,53.579998,10.081199,5,Wandsbek
Waldfrieden (Kehre),53.44939,9.867883,7,Harburg
Waldingstraße,53.635944,10.101665,5,Wandsbek
Waldwinkel,53.59188,10.174311,5,Wandsbek
Wandsbeker Allee,53.579384,10.069799,5,Wandsbek
Warnckesweg,53.61035,9.974501,4,Hamburg-Nord
Warnemünder Weg,53.608143,10.164156,5,Wandsbek
Warwischer Hinterdeich,53.425434,10.121455,6,Bergedorf
Waseberg,53.56181,9.797879,2,Altona
Washingtonallee,53.54232,10.096033,1,Hamburg-Mitte
Wasserkunst Kaltehofe,53.524612,10.051997,1,Hamburg-Mitte
Wasserturm,53.619717,10.049798,4,Hamburg-Nord
Wasserwerk,53.462803,10.235701,6,Bergedorf
Waterblöckenwiese,53.608112,10.175819,5,Wandsbek
Wattkorn,53.664654,10.023743,4,Hamburg-Nord
Weg zum Freibad,53.448242,10.293832,6,Bergedorf
Wegenkamp,53.598995,9.925585,3,Eimsbüttel
Wehrdeich,53.486294,10.18947,6,Bergedorf
Weidenallee,53.565132,9.965054,3,Eimsbüttel
Weidenbruch,53.483906,9.864295,7,Harburg
Weidendamm,53.48088,10.006136,1,Hamburg-Mitte
Weidende,53.65797,10.10106,5,Wandsbek
Weistritzstraße,53.606747,9.871351,2,Altona
Wendemuthstraße,53.57462,10.074948,5,Wandsbek
Wendenstraße,53.547794,10.028493,1,Hamburg-Mitte
Wendenstraße (Mitte),53.549664,10.036686,1,Hamburg-Mitte
Wendlohstraße,53.62987,9.939261,3,Eimsbüttel
Wendts Weg,53.468502,10.011906,7,Harburg
Wentorfer Straße (Ost),53.488415,10.23387,6,Bergedorf
Werfelring,53.62797,10.115364,5,Wandsbek
Werkcentrum Elbinsel,53.51995,9.999629,1,Hamburg-Mitte
Werner-Otto-Straße,53.60132,10.068662,5,Wandsbek
Werner-Otto-Straße (Mitte),53.599934,10.06982,5,Wandsbek
Werner-Siemens-Straße 20,53.531433,10.085224,1,Hamburg-Mitte
Werner-Siemens-Straße 34,53.530277,10.091423,1,Hamburg-Mitte
Werner-Witt-Straße (Nord),53.49671,10.112577,6,Bergedorf
Werner-Witt-Straße (Süd),53.49374,10.106547,6,Bergedorf
Wesselstraat,53.655407,10.067807,5,Wandsbek
West-Kraueler Bogen,53.398804,10.215894,6,Bergedorf
Westerweiden (AIRBUS),53.52944,9.841878,1,Hamburg-Mitte
Wiebischenkamp,53.616264,9.907028,3,Eimsbüttel
Wiesendamm,53.589977,10.014949,4,Hamburg-Nord
Wiesendamm (Mitte),53.588997,10.022758,4,Hamburg-Nord
Wiesenhöfen,53.64755,10.16928,5,Wandsbek
Wiesingerweg,53.58328,9.960323,3,Eimsbüttel
Wiesnerring,53.482574,10.200091,6,Bergedorf
Wietersheim,53.62519,9.898272,3,Eimsbüttel
Wildacker,53.621376,9.888141,3,Eimsbüttel
Wildschwanbrook,53.626812,10.169235,5,Wandsbek
Wildschwanbrook (Mitte),53.62883,10.175081,5,Wandsbek
Wilhelm-Grimm-Straße,53.60017,10.156172,5,Wandsbek
Wilhelm-Iwan-Ring,53.49095,10.109533,6,Bergedorf
Wilhelm-Metzger-Straße,53.604618,9.999538,4,Hamburg-Nord
Wilhelm-Osterhold-Stieg,53.483658,10.161587,6,Bergedorf
Wilhelm-Stein-Weg,53.64465,10.033481,5,Wandsbek
Wilhelm-Weber-Straße,53.473423,9.978006,7,Harburg
Wilhelmsburger Mühle,53.499638,10.025503,1,Hamburg-Mitte
Wilhelmsburger Platz,53.52286,10.016399,1,Hamburg-Mitte
Wilmans Park,53.563133,9.804348,2,Altona
Wilsonstraße,53.58793,10.129425,5,Wandsbek
Winckelmannstraße,53.55522,9.835132,2,Altona
Windmühlenweg,53.571198,9.868989,2,Altona
Windpark Horst,53.465244,10.261597,6,Bergedorf
Windpark Neuengamme,53.431145,10.241929,6,Bergedorf
Winsberg (Nord),53.576557,9.915236,2,Altona
Winsberg (Süd),53.574455,9.917591,2,Altona
Winsberg (West),53.5754,9.912901,2,Altona
Winsener Straße (Nord),53.445972,9.990981,7,Harburg
Wischhöfen,53.64475,10.013084,4,Hamburg-Nord
Wittenbergener Weg (Mitte),53.577305,9.757559,2,Altona
Wittenbergener Weg (Nord),53.580887,9.758031,2,Altona
Wittland (S Sülldorf),53.579765,9.793557,2,Altona
Wogenmannsburg,53.62603,9.903505,3,Eimsbüttel
Wohldorf,53.703945,10.120069,5,Wandsbek
Worthdamm,53.528923,9.981406,1,Hamburg-Mitte
Worthdamm (Süd),53.527615,9.98124,1,Hamburg-Mitte
Wragekamp,53.711185,10.107523,5,Wandsbek
Wrangelkoppel,53.648415,9.99634,4,Hamburg-Nord
Wrangelpark,53.54972,9.902058,2,Altona
Wraust,53.42329,10.139386,6,Bergedorf
Wulffsbrücke,53.45922,10.136754,6,Bergedorf
Wulfsdal,53.569195,9.808947,2,Altona
Wunderbrunnen,53.646603,9.926326,3,Eimsbüttel
Wählingsweg,53.631596,9.919602,3,Eimsbüttel
Wöhlerstraße,53.535496,10.082825,1,Hamburg-Mitte
Wördemanns Weg,53.599728,9.917248,3,Eimsbüttel
Wördenmoorweg,53.6546,10.019537,4,Hamburg-Nord
Wülpensand,53.579185,9.749636,2,Altona
Zamenhofweg,53.622566,10.133932,5,Wandsbek
Zedernweg,53.54656,9.880583,2,Altona
Zeisehallen,53.55457,9.927451,2,Altona
Zeltplatz Altengamme,53.432816,10.298494,6,Bergedorf
Zeppelinstraße,53.627434,10.008194,4,Hamburg-Nord
Ziegelerstraße,53.498455,9.991151,1,Hamburg-Mitte
Ziesenißstraße,53.567577,10.074754,5,Wandsbek
Ziethenstraße,53.5768,10.102511,5,Wandsbek
Zimmerstraße,53.574585,10.014937,4,Hamburg-Nord
Zitadellenstraße,53.469307,9.982399,7,Harburg
Zollamt Waltershof,53.519398,9.926607,1,Hamburg-Mitte
Zollenspieker (Fähre),53.398373,10.18273,6,Bergedorf
Zollvereinsstraße,53.53251,10.051378,1,Hamburg-Mitte
Zoologisches Museum,53.566998,9.977594,3,Eimsbüttel
Zu den Eichen,53.485252,10.22052,6,Bergedorf
Zum Dubben,53.473923,9.904289,7,Harburg
Zum Fürstenmoor,53.471756,9.931141,7,Harburg
Zum Hünengrab (DESY),53.57216,9.881251,2,Altona
Zum Jägerfeld,53.435688,9.97756,7,Harburg
Zweibrückenstraße,53.53393,10.027961,1,Hamburg-Mitte
Zweite Hafenstraße,53.47157,9.966036,7,Harburg
Zweiter Fersenweg,53.410187,10.209797,6,Bergedorf
Zwischen den Zäunen,53.440434,10.231696,6,Bergedorf
Ödenweg,53.68038,10.095106,5,Wandsbek
Öjendorfer Höhe,53.542164,10.127587,1,Hamburg-Mitte
Öjendorfer Steinkamp,53.539745,10.13321,1,Hamburg-Mitte
Öjendorfer Weg,53.545544,10.11416,1,Hamburg-Mitte
Ölmühlenweg (Nord),53.58454,10.100463,5,Wandsbek
Ölmühlenweg (Süd),53.579994,10.102398,5,Wandsbek
Überseering (West),53.60047,10.017159,4,Hamburg-Nord
